session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
3163,51,188,5,188,18,439,199,17,389,199,0039
3164,439,389,188,284,230,124,70,70,70,70,0039
3165,749,39,70,254,70,70,70,45,41,70,0039
3166,229,45,70,82,2,790,790,790,790,790,0039
3167,790,95,22,5,108,90,117,2,384,3873,0039
3168,2,2775,90,73,17,117,2775,102,18,108,0039
3169,22,44,5,90,1286,296,5,102,2,117,0039
3170,402,31,436,1427,1429,2757,1429,436,2756,1563,0039
3171,2753,2795,3948,2755,2759,22,2835,2754,436,5,0039
3172,1427,90,20,51,4,9,2,31,6,10,0039
3173,543,124,9,210,15,72,2,1419,3779,3778,0039
3174,1186,1252,1419,2738,1186,786,1252,2790,1252,2738,0039
3175,2790,1252,1186,1186,1186,1186,1186,1252,1186,51,0039
3176,323,24,37,24,3,2,9,51,2,3,0039
3177,31,58,136,58,3,36,2,92,36,157,0039
3178,3,15,299,3,73,36,138,9,2,2,0039
3179,36,92,3,119,105,36,92,409,157,3,0039
3180,36,1104,52,36,119,92,36,3,198,198,0039
3181,198,3771,198,570,570,1097,198,198,51,9,0039
3182,198,875,967,962,972,16,16,16,16,10,0039
3183,16,16,16,16,16,105,16,16,16,16,0039
3184,16,16,16,16,16,16,16,16,16,16,0039
3185,16,16,16,16,16,16,16,16,16,16,0039
3186,16,16,16,16,16,16,16,16,16,16,0039
3187,16,16,16,16,16,16,16,16,16,16,0039
3188,16,16,16,16,16,16,16,16,16,16,0039
3189,16,16,16,16,16,16,16,16,16,16,0039
3190,16,16,16,16,16,16,16,16,16,16,0039
3191,16,16,16,16,16,16,16,16,16,16,0039
3192,16,16,16,16,16,16,16,16,16,16,0039
3193,16,16,16,16,16,16,16,16,16,16,0039
3194,16,16,16,16,16,16,16,16,16,16,0039
3195,16,16,16,16,16,16,16,16,16,16,0039
3196,16,16,16,16,16,16,16,16,16,16,0039
3197,16,16,16,16,16,16,16,16,16,16,0039
3198,16,16,16,198,16,16,613,16,1095,613,0039
3199,16,613,51,81,164,310,161,182,167,161,0039
3200,167,61,9,81,43,93,93,93,93,93,0039
3201,43,51,3,9,44,2,102,171,1178,250,0039
3202,146,171,464,102,73,250,299,102,73,610,0039
3203,73,102,18,146,2,17,102,250,171,6,0039
3204,2711,22,146,171,102,5,53,3770,171,102,0039
3205,1612,3807,1612,22,102,868,171,73,171,1612,0039
3206,2719,171,102,2719,22,17,18,5,3845,53,0039
3207,125,22,171,3808,2742,3810,2205,2742,73,2739,0039
3208,22,18,17,5,125,53,22,20,37,24,0039
3209,22,51,2,31,10,6,9,2,103,1432,0039
3210,1432,3,103,1432,103,103,3,58,103,103,0039
3211,103,103,1432,3,58,103,51,3,2,9,0039
3212,51,9,24,37,24,323,2,3895,2,49,0039
3213,69,49,49,2,49,66,138,112,9,51,0039
3214,109,109,109,109,109,109,109,109,109,109,0039
3215,109,109,109,109,109,109,109,109,109,109,0039
3216,109,109,109,109,109,2,54,62,62,86,0039
3217,142,54,2,86,54,142,770,54,86,2,0039
3218,493,130,22,612,497,380,579,2,656,5,0039
3219,52,658,656,52,656,67,130,53,1039,5,0039
3220,656,2839,22,656,2,823,658,31,2839,823,0039
3221,296,823,656,22,53,44,3,588,18,656,0039
3222,823,67,17,823,5,960,5,20,37,24,0039
3223,24,6,10,9,51,9,24,37,24,323,0039
3224,49,66,72,15,2,3,15,52,656,588,0039
3225,866,30,33,9,323,27,4,10,51,3,0039
3226,21,2,103,22,58,6,58,3,44,18,0039
3227,103,130,17,103,103,5,53,103,58,130,0039
3228,22,103,3,53,18,136,103,130,17,44,0039
3229,58,5,690,103,690,58,103,915,690,915,0039
3230,20,2,829,275,226,2281,661,829,829,661,0039
3231,829,20,3,2,10,6,37,24,2,655,0039
3232,612,1295,44,579,497,6,2,2223,119,1295,0039
3233,1167,2,119,130,2222,18,17,5,1295,53,0039
3234,2752,3,67,3,1295,3,53,20,2,6,0039
3235,10,49,66,49,66,49,66,49,66,49,0039
3236,66,49,49,66,49,66,66,49,66,49,0039
3237,80,489,15,72,15,15,37,24,15,15,0039
3238,10,21,3,6,52,17,5,39,124,44,0039
3239,312,210,2,876,1184,876,876,1184,302,555,0039
3240,1036,408,302,31,822,302,408,555,822,2709,0039
3241,345,1868,106,625,173,106,245,1152,173,173,0039
3242,489,9,10,77,64,3,2,6,39,302,0039
3243,302,822,128,87,214,302,302,1036,302,822,0039
3244,822,408,302,1622,743,552,353,1036,302,822,0039
3245,1860,302,408,822,302,408,822,107,185,41,0039
3246,52,305,41,82,41,185,85,82,45,70,0039
3247,45,45,99,70,70,70,749,334,159,230,0039
3248,284,70,156,186,97,70,37,24,24,41,0039
3249,70,229,82,230,95,489,21,10,51,6,0039
3250,3,124,543,77,37,24,24,489,24,37,0039
3251,72,15,2709,6,124,77,489,37,24,3759,0039
3252,419,419,60,60,80,67,827,60,60,15,0039
3253,72,15,67,15,15,2,138,112,2,31,0039
3254,1427,436,2,1563,2166,2753,2757,2755,1427,436,0039
3255,1429,2756,2795,58,2754,2759,3,1427,2835,22,0039
3256,5,31,436,2,58,22,31,1427,3944,58,0039
3257,107,36,119,67,58,36,3,92,36,3,0039
3258,36,3,36,157,3,58,136,58,58,173,0039
3259,5,58,36,36,854,745,67,456,648,211,0039
3260,481,246,20,27,21,39,30,33,655,119,0039
3261,1295,130,497,2,612,44,22,2223,579,1167,0039
3262,130,2,2222,1295,497,655,5,119,17,53,0039
3263,18,22,119,5,1295,3,15,3,2752,24,0039
3264,37,24,656,493,497,380,612,579,658,656,0039
3265,31,658,497,656,656,823,52,296,130,20,0039
3266,823,5,656,53,3,588,1039,823,656,823,0039
3267,22,44,3,18,22,53,17,960,5,656,0039
3268,20,9,2,105,22,85,10,6,52,6,0039
3269,66,49,66,49,39,254,9,198,198,198,0039
3270,3963,198,198,875,967,962,198,198,972,16,0039
3271,16,16,16,16,16,16,16,16,16,16,0039
3272,16,16,16,16,16,16,16,16,16,16,0039
3273,16,16,16,16,16,16,16,16,16,16,0039
3274,16,16,16,16,16,16,16,16,16,16,0039
3275,16,16,16,16,16,16,16,16,16,16,0039
3276,16,16,16,16,16,16,16,16,16,16,0039
3277,16,16,16,16,16,16,16,16,16,16,0039
3278,16,16,16,16,16,16,16,16,16,16,0039
3279,16,16,16,16,16,16,16,16,16,16,0039
3280,16,16,16,16,16,16,16,16,16,16,0039
3281,16,16,16,16,16,16,16,16,16,16,0039
3282,16,16,16,16,16,16,16,16,16,16,0039
3283,16,16,16,16,16,16,16,16,16,16,0039
3284,16,16,16,16,16,16,16,16,16,16,0039
3285,16,16,16,16,16,16,16,16,16,16,0039
3286,16,16,16,16,16,16,16,16,16,16,0039
3287,16,16,16,16,16,16,16,16,16,16,0039
3288,16,16,16,16,16,16,16,16,16,16,0039
3289,16,16,16,16,16,16,16,16,16,16,0039
3290,16,16,16,16,16,16,16,16,16,198,0039
3291,16,1095,613,16,16,613,66,49,9,24,0039
3292,37,24,53,2,681,681,2094,53,53,22,0039
3293,53,130,44,18,17,5,22,52,130,53,0039
3294,53,9,22,53,2,6,81,164,182,161,0039
3295,167,164,182,310,164,161,167,61,81,43,0039
3296,43,53,170,3936,170,170,3798,2,2836,2836,0039
3297,49,66,66,49,3,2,3,1443,2,175,0039
3298,31,524,297,175,283,52,283,297,369,119,0039
3299,119,9,2,49,66,66,49,2,3803,85,0039
3300,498,53,53,53,53,15,72,2,103,915,0039
3301,690,103,3,690,2,915,103,690,58,58,0039
3302,3,58,690,4,53,203,2,1440,3880,1636,0039
3303,22,1636,1636,3942,1636,37,24,20,3,213,0039
3304,9,112,138,2,6,10,4,9,4,15,0039
3305,489,3,77,2,264,264,80,80,264,264,0039
3306,2,5,3,31,720,720,720,720,1447,2,0039
3307,1447,1447,44,17,5,18,1447,179,1294,180,0039
3308,40,101,180,40,40,1447,40,1447,1609,783,0039
3309,49,66,49,66,66,49,49,66,3,9,0039
3310,2,213,6,10,9,720,5,720,720,720,0039
3311,720,720,720,5,720,5,720,720,5,720,0039
3312,15,5,720,720,36,3,36,157,92,3,0039
3313,173,3,170,170,36,92,3,36,73,157,0039
3314,3,92,73,173,36,170,170,36,36,3,0039
3315,92,36,36,293,342,36,36,3,92,170,0039
3316,73,170,468,431,40,9,10,105,6,24,0039
3317,37,9,66,49,2,207,15,2215,496,3877,0039
3318,2229,771,489,3876,2229,3,15,2229,3,66,0039
3319,49,3,9,2,207,3764,6,489,105,10,0039
3320,9,9,4,9,961,961,961,961,2,9,0039
3321,9,961,2,17,5,5,20,663,31,6,0039
3322,3,3,5,469,469,170,469,469,469,469,0039
3323,469,469,469,3,2,9,10,6,469,469,0039
3324,469,469,469,469,469,469,469,469,469,469,0039
3325,469,469,469,469,469,469,469,6,3,2,0039
3326,469,9,9,4,961,3,9,2,469,469,0039
3327,469,213,20,3,1094,1094,9,2,6,27,0039
3328,10,21,9,3,4,39,39,489,77,3,0039
3329,77,489,51,10,2707,6,3,124,124,17,0039
3330,17,5,20,213,6,10,31,3,2,1307,0039
3331,3,2,105,3,2,105,17,5,124,711,0039
3332,124,124,543,124,105,124,543,124,543,124,0039
3333,80,67,15,72,15,15,15,67,39,39,0039
3334,37,24,649,3805,957,649,44,649,18,31,0039
3335,17,21,5,27,3,30,33,9,6,10,0039
3336,85,3,6,52,9,124,51,77,138,112,0039
3337,51,527,527,323,4,80,72,15,15,15,0039
3338,15,112,138,69,69,160,24,37,24,21,0039
3339,27,3,30,10,33,6,9,39,3,6,0039
3340,9,124,30,77,51,9,527,51,9,167,0039
3341,182,310,161,164,81,167,161,61,81,43,0039
3342,43,51,2,58,3,31,58,31,58,58,0039
3343,3,5,80,58,5,246,90,117,2,67,0039
3344,15,22,5,146,108,90,108,107,90,5,0039
3345,17,18,22,90,44,102,108,117,3,213,0039
3346,9,20,2,31,37,24,24,9,51,9,0039
3347,51,244,244,66,49,66,49,66,49,9,0039
3348,66,49,9,37,24,66,49,51,4,39,0039
3349,2,58,3,58,344,526,2650,342,2,69,0039
3350,49,49,323,3,9,2,15,72,2,2715,0039
3351,2715,49,2,2,1848,31,1848,138,112,3,0039
3352,9,2,9,51,9,37,24,24,9,9,0039
3353,66,49,66,49,66,49,66,66,49,49,0039
3354,9,49,66,9,9,51,37,24,4,2,0039
3355,3,2212,103,58,175,31,2,2212,2,175,0039
3356,283,283,52,297,58,3,58,344,526,2,0039
3357,3,36,92,157,36,3,1855,128,15,36,0039
3358,2,2,657,657,657,369,2212,657,85,498,0039
3359,119,2,9,105,657,323,9,9,244,49,0039
3360,49,49,49,9,49,49,49,112,138,49,0039
3361,66,9,24,37,9,9,69,239,69,239,0039
3362,616,239,69,2,1292,1292,66,49,9,51,0039
3363,9,66,49,24,37,1292,1292,1292,1292,1292,0039
3364,4,323,49,49,49,49,15,72,2,15,0039
3365,27,10,21,9,3,4,6,49,66,49,0039
3366,66,39,43,81,346,346,6,3,2,3,0039
3367,31,2,5,369,498,119,2,105,105,119,0039
3368,5,3,2,105,39,80,107,41,185,41,0039
3369,52,305,72,15,15,82,41,41,185,85,0039
3370,82,15,15,37,24,24,99,70,45,70,0039
3371,334,45,159,284,70,186,97,156,27,21,0039
3372,30,33,6,9,39,70,4,70,3,70,0039
3373,45,70,70,77,230,70,45,10,6,23,0039
3374,124,39,254,51,41,229,70,82,95,51,0039
3375,9,64,178,5,3,15,3,64,5,15,0039
3376,3,178,64,178,64,15,5,3,178,106,0039
3377,259,112,64,178,64,178,2,31,2207,22,0039
3378,2207,3792,22,2207,107,67,64,20,543,124,0039
3379,1100,105,345,2,3,9,1249,6,10,51,0039
3380,296,198,198,198,198,580,198,198,2832,198,0039
3381,198,198,875,972,198,967,962,16,16,16,0039
3382,16,16,16,16,16,16,16,16,16,16,0039
3383,16,16,16,16,16,16,16,16,16,16,0039
3384,16,16,16,16,16,16,16,16,16,16,0039
3385,16,16,16,16,16,16,16,16,16,16,0039
3386,16,16,16,16,16,16,16,16,16,16,0039
3387,16,16,16,16,16,16,16,16,16,16,0039
3388,16,16,16,16,16,16,16,16,16,16,0039
3389,16,16,16,51,16,16,16,16,16,16,0039
3390,16,16,16,16,16,16,16,16,16,16,0039
3391,16,16,16,16,16,16,16,16,16,16,0039
3392,16,16,16,16,16,16,16,16,16,16,0039
3393,16,16,16,16,16,16,16,16,16,16,0039
3394,16,16,16,16,16,16,16,16,16,16,0039
3395,16,16,16,16,16,37,16,24,24,16,0039
3396,24,16,16,16,16,16,16,16,16,16,0039
3397,16,16,16,16,16,16,16,16,16,16,0039
3398,16,16,16,16,16,16,16,16,16,16,0039
3399,16,16,198,198,198,580,2832,198,198,967,0039
3400,962,875,198,972,198,16,16,16,16,16,0039
3401,198,9,112,138,16,16,613,1095,613,51,0039
3402,51,43,9,51,3,961,2,961,961,3,0039
3403,961,3,2,9,323,37,24,24,2,72,0039
3404,3809,15,1248,961,2799,17,44,18,22,52,0039
3405,5,1440,940,22,20,2,2,22,3820,2,0039
3406,659,659,659,2,3,58,31,58,3,58,0039
3407,2,2,1621,1621,2269,2,2269,2269,3941,2776,0039
3408,2776,3,2,9,51,15,2,1607,119,676,0039
3409,1301,1607,1301,1607,2,1301,119,1607,1607,80,0039
3410,1864,1864,1864,1864,3,9,213,2,2,3822,0039
3411,2,1870,3,1870,3,31,1870,589,481,333,0039
3412,5,481,128,293,343,589,193,173,481,203,0039
3413,589,648,1870,31,2,64,380,44,2226,5,0039
3414,18,2226,380,17,2226,64,64,20,26,26,0039
3415,26,26,26,26,26,26,26,26,26,26,0039
3416,26,26,26,26,26,26,26,26,26,26,0039
3417,26,26,26,26,26,3,26,26,26,26,0039
3418,26,26,26,26,26,26,26,26,26,26,0039
3419,213,9,2,26,26,26,26,26,26,26,0039
3420,26,26,345,6,10,26,26,26,26,26,0039
3421,26,26,26,26,26,26,26,26,26,26,0039
3422,26,26,26,26,26,26,26,26,26,26,0039
3423,26,26,26,26,26,26,26,26,26,26,0039
3424,26,26,26,26,26,26,26,26,26,26,0039
3425,26,26,26,26,26,26,26,26,26,26,0039
3426,26,26,26,26,26,26,26,26,26,26,0039
3427,26,26,26,26,26,26,26,26,26,26,0039
3428,26,26,26,26,26,26,26,26,26,26,0039
3429,26,26,15,26,26,26,26,26,26,26,0039
3430,26,26,26,26,26,26,26,26,26,26,0039
3431,26,26,26,26,26,26,26,26,26,26,0039
3432,26,26,26,26,26,26,26,26,26,26,0039
3433,26,26,26,26,26,26,26,26,26,26,0039
3434,26,26,26,26,26,26,26,26,26,26,0039
3435,26,26,26,26,26,26,26,26,26,26,0039
3436,26,26,26,26,26,26,26,26,26,26,0039
3437,26,26,26,26,26,26,26,26,26,26,0039
3438,26,26,26,26,26,26,26,26,26,26,0039
3439,26,26,26,26,26,26,26,26,26,26,0039
3440,26,3,26,26,30,51,9,33,26,26,0039
3441,26,26,26,26,26,26,26,26,26,26,0039
3442,6,26,26,26,26,26,26,26,26,26,0039
3443,26,26,26,26,26,26,26,26,26,26,0039
3444,26,26,26,26,26,26,26,26,26,26,0039
3445,4,26,26,26,26,26,26,26,26,26,0039
3446,26,26,26,26,26,26,26,26,26,26,0039
3447,26,26,26,26,26,26,26,26,26,26,0039
3448,26,26,26,26,26,26,26,26,26,26,0039
3449,26,26,26,26,26,26,26,26,26,26,0039
3450,26,26,26,26,26,26,26,26,26,26,0039
3451,26,26,26,26,26,26,26,26,26,26,0039
3452,26,26,26,26,26,24,26,37,26,26,0039
3453,26,26,26,26,26,26,26,26,26,26,0039
3454,26,26,26,26,26,26,26,26,26,26,0039
3455,26,26,26,26,26,26,26,26,26,26,0039
3456,26,26,26,26,26,26,26,26,26,26,0039
3457,26,26,26,26,26,26,26,26,26,26,0039
3458,26,26,26,26,26,26,9,26,26,26,0039
3459,26,26,26,26,26,26,26,26,26,26,0039
3460,26,26,26,26,26,26,26,26,26,26,0039
3461,26,26,26,26,26,26,26,26,26,26,0039
3462,26,26,26,26,26,26,26,26,26,26,0039
3463,26,26,26,26,26,26,26,26,26,26,0039
3464,26,26,26,26,26,26,26,26,26,26,0039
3465,26,26,26,26,26,26,26,26,26,26,0039
3466,26,26,26,26,26,26,26,26,26,26,0039
3467,26,26,26,26,26,26,26,26,26,26,0039
3468,26,26,26,26,26,26,26,26,26,26,0039
3469,26,26,26,26,26,26,26,26,26,26,0039
3470,26,26,26,26,26,26,26,26,26,3,0039
3471,51,26,30,26,33,26,6,26,9,26,0039
3472,26,26,26,26,26,26,26,26,26,26,0039
3473,26,26,26,26,26,26,26,26,26,26,0039
3474,26,26,26,26,26,26,26,26,26,26,0039
3475,26,26,26,26,26,26,26,26,26,26,0039
3476,26,26,26,26,26,26,26,26,26,26,0039
3477,26,26,26,26,26,26,26,26,26,26,0039
3478,26,26,26,26,26,26,26,26,26,26,0039
3479,26,26,26,26,26,26,26,26,26,26,0039
3480,26,26,26,26,26,26,26,26,26,26,0039
3481,26,26,26,26,26,26,26,26,26,26,0039
3482,26,26,26,26,26,26,26,26,26,26,0039
3483,26,26,26,26,26,26,26,26,26,26,0039
3484,26,26,26,26,26,26,26,26,26,26,0039
3485,26,26,26,26,26,26,26,26,26,26,0039
3486,26,26,26,26,26,26,26,26,26,26,0039
3487,26,26,138,112,26,26,26,26,26,26,0039
3488,26,26,26,26,26,26,26,26,26,26,0039
3489,26,26,26,26,26,26,26,26,26,26,0039
3490,26,26,26,26,26,26,26,26,26,26,0039
3491,26,26,26,26,26,26,26,26,26,26,0039
3492,26,26,26,26,26,26,26,26,26,26,0039
3493,26,26,26,26,26,26,26,26,26,26,0039
3494,3,26,26,26,26,26,26,26,26,26,0039
3495,26,2,26,26,26,26,26,26,26,26,0039
3496,26,26,26,26,26,26,26,26,26,26,0039
3497,26,26,26,26,26,26,51,26,23,26,0039
3498,9,26,26,26,26,26,26,26,26,26,0039
3499,26,26,26,26,26,26,26,26,26,26,0039
3500,26,26,26,26,26,26,26,26,26,26,0039
3501,26,26,26,26,26,26,26,26,26,26,0039
3502,26,26,26,26,26,26,26,26,26,66,0039
3503,49,26,66,49,26,26,66,49,26,26,0039
3504,26,26,26,26,26,26,26,26,26,26,0039
3505,26,26,26,26,26,26,26,26,26,26,0039
3506,26,26,26,26,26,26,26,26,26,26,0039
3507,26,26,26,26,26,26,26,26,26,26,0039
3508,26,26,26,26,26,26,26,26,26,26,0039
3509,26,26,26,26,26,26,26,26,26,26,0039
3510,9,26,26,26,2,36,409,3,92,3,0039
3511,36,409,157,44,178,3,17,18,3,15,0039
3512,5,36,92,3,36,157,5,772,80,3,0039
3513,36,92,36,203,51,92,3,36,36,36,0039
3514,3,92,36,2,26,26,26,26,26,26,0039
3515,26,26,26,26,26,26,105,66,49,9,0039
3516,175,2,283,175,52,283,297,2,130,22,0039
3517,493,130,52,380,5,53,1039,44,44,3,0039
3518,53,18,22,2,67,17,5,226,1444,2,0039
3519,524,960,1444,2,1444,3,106,524,237,283,0039
3520,112,259,296,106,173,625,173,369,1444,1444,0039
3521,85,498,20,119,22,3,9,2,10,6,0039
3522,4,49,66,49,66,49,66,66,49,66,0039
3523,49,49,66,51,26,26,26,26,26,26,0039
3524,26,26,26,26,26,26,26,26,26,26,0039
3525,26,26,323,37,24,239,69,51,9,1444,0039
3526,53,106,239,69,51,24,37,9,49,66,0039
3527,93,93,93,93,93,93,93,93,138,112,0039
3528,49,66,51,66,49,66,66,49,106,15,0039
3529,72,2,2,49,69,524,2,175,175,297,0039
3530,2,2743,2743,2,814,2,814,814,1157,175,0039
3531,2,175,297,2,36,3,92,36,157,2,0039
3532,2271,3,3,2271,44,3878,288,2,22,18,0039
3533,17,2796,127,127,2796,5,22,2271,20,119,0039
3534,3,9,22,2,105,10,6,3789,2218,528,0039
3535,445,528,52,15,528,342,218,323,528,528,0039
3536,445,2218,445,528,106,1011,809,173,2234,245,0039
3537,2218,528,445,528,214,87,445,37,24,24,0039
3538,445,528,528,445,528,445,528,87,445,214,0039
3539,445,528,15,445,193,128,2811,15,10,528,0039
3540,445,528,445,528,445,445,445,528,445,528,0039
3541,528,445,6,2,3821,1884,1884,1884,1884,445,0039
3542,528,2789,36,2,92,3,157,528,445,445,0039
3543,445,528,445,445,342,445,528,445,445,528,0039
3544,528,445,445,445,445,528,3,2,9,445,0039
3545,528,445,445,105,3,2276,2,2276,2276,3823,0039
3546,3930,1852,1191,2737,5,1191,1852,1191,1191,87,0039
3547,214,1191,2737,44,1852,18,1852,1191,17,1191,0039
3548,67,5,51,20,3,2,9,1191,10,6,0039
3549,9,51,3,2,3,15,3,323,9,10,0039
3550,27,4,124,21,51,60,60,537,21,27,0039
3551,30,33,6,9,10,3,124,51,39,77,0039
3552,33,39,51,2,3,6,51,9,81,43,0039
3553,43,51,744,101,1608,17,5,17,5,213,0039
3554,42,91,35,29,96,40,17,1610,22,1610,0039
3555,1610,1610,9,2,3,13,38,323,19,1610,0039
3556,629,42,113,1274,1274,29,2,2,9,2,0039
3557,9,3,2,9,10,6,9,9,6,9,0039
3558,4,17,5,17,5,17,5,5,46,567,0039
3559,20,22,3,9,149,1601,30,124,51,6,0039
3560,13,27,124,21,10,3,6,4,39,39,0039
3561,67,80,67,575,37,24,24,67,527,527,0039
3562,527,85,52,527,210,15,72,2,963,963,0039
3563,2808,1436,1436,963,1436,1436,213,3,6,2,0039
3564,2,31,58,3,58,2,3,2765,478,2765,0039
3565,58,5,58,15,36,2,409,36,409,3,0039
3566,92,157,3,85,15,85,3,157,36,36,0039
3567,92,3,80,772,36,3,3,36,92,456,0039
3568,3,2,213,105,81,182,310,161,167,164,0039
3569,167,161,61,81,43,24,37,69,160,69,0039
3570,3,2,3,2,239,239,69,239,69,69,0039
3571,239,239,616,69,69,24,37,24,244,37,0039
3572,24,24,66,49,66,49,49,66,3,72,0039
3573,15,175,2,31,524,283,175,52,283,297,0039
3574,283,369,119,3,2,37,24,80,72,15,0039
3575,611,2,652,353,652,2253,907,353,15,552,0039
3576,683,743,552,611,175,524,2,52,175,524,0039
3577,297,52,85,498,369,119,175,119,2,297,0039
3578,175,3,31,24,37,2,157,92,119,3,0039
3579,36,36,3,218,2811,85,157,92,3,36,0039
3580,3,3911,119,66,49,66,66,49,49,105,0039
3581,37,24,24,210,244,244,244,43,244,244,0039
3582,244,244,244,2,175,2,80,31,297,1885,0039
3583,31,1264,1885,1264,80,1885,2748,2748,2234,106,0039
3584,112,259,173,1885,244,119,2651,175,2,175,0039
3585,297,297,24,37,24,119,244,244,3,2,0039
3586,2267,2,2267,3784,2267,2,1449,72,15,3871,0039
3587,130,22,3,1449,44,53,18,15,1449,17,0039
3588,52,1449,170,170,218,1449,5,67,22,5,0039
3589,107,1449,344,20,244,244,31,244,10,6,0039
3590,244,244,3,2,49,66,66,49,53,24,0039
3591,37,92,157,119,36,3,3,92,157,36,0039
3592,36,3,36,105,15,15,21,27,30,2,0039
3593,33,6,21,3,10,27,9,4,39,39,0039
3594,67,80,72,15,15,15,15,67,37,24,0039
3595,27,21,30,3,6,10,33,9,3,9,0039
3596,124,6,77,30,85,52,51,26,26,26,0039
3597,26,26,26,26,26,26,9,51,9,66,0039
3598,49,51,66,49,66,2,2,1445,85,491,0039
3599,491,15,491,52,67,491,107,52,2238,491,0039
3600,491,491,491,491,46,2178,20,20,1299,2751,0039
3601,107,1299,22,1299,44,18,1428,22,17,1299,0039
3602,5,2751,5,1428,52,3,15,1428,1299,20,0039
3603,2734,2734,403,22,149,3,2,51,2,36,0039
3604,36,36,119,3,92,3,36,157,52,36,0039
3605,36,37,24,24,663,2,3,58,31,3,0039
3606,31,58,2,478,58,58,5,58,1299,18,0039
3607,17,106,5,106,625,259,112,128,1299,52,0039
3608,251,52,1399,1399,866,20,31,10,9,105,0039
3609,2,2,584,44,2,584,2,18,558,584,0039
3610,17,5,558,5,22,18,17,22,558,112,0039
3611,259,5,584,558,584,20,558,9,46,22,0039
3612,149,46,2,46,46,9,51,46,46,46,0039
3613,46,46,51,46,46,46,46,51,46,2,0039
3614,1858,3905,2791,2792,2791,1858,2792,1858,106,245,0039
3615,1858,3950,5,22,17,18,36,409,3,157,0039
3616,92,409,36,3,36,3,36,92,3,772,0039
3617,80,36,36,3,92,36,3,20,46,36,0039
3618,3,36,92,3,2,58,58,3,478,58,0039
3619,22,46,213,6,10,46,105,3,2,9,0039
3620,2,36,3,92,36,92,3,36,3,36,0039
3621,46,36,3,36,92,3,36,92,3,3,0039
3622,36,92,3,36,3,46,36,3,92,36,0039
3623,3,92,46,3,2,3,213,9,36,51,0039
3624,3,92,15,72,36,3,92,36,3,36,0039
3625,4,2,46,2,58,3,58,2,478,58,0039
3626,58,36,58,36,58,3,92,652,611,2,0039
3627,353,652,2253,552,353,907,611,743,552,46,0039
3628,37,24,24,323,46,6,2,105,31,46,0039
3629,46,46,3796,970,970,970,970,970,15,970,0039
3630,46,46,970,46,46,970,85,170,9,10,0039
3631,46,170,46,970,46,970,51,46,46,15,0039
3632,46,46,10,23,6,9,46,124,3,77,0039
3633,46,30,970,3,46,51,170,2,1287,54,0039
3634,86,142,1287,54,86,54,46,6,46,3,0039
3635,9,2,46,46,46,46,9,46,24,37,0039
3636,46,46,124,46,9,46,46,51,46,46,0039
3637,46,46,46,46,49,66,6,46,46,124,0039
3638,46,1428,5,17,18,1428,1428,52,15,3,0039
3639,2,27,21,10,3,9,124,6,20,323,0039
3640,4,543,1600,51,80,37,24,24,24,39,0039
3641,72,15,15,15,15,39,21,27,30,3,0039
3642,10,33,6,23,9,6,9,49,66,49,0039
3643,66,49,66,49,66,66,49,3,2,178,0039
3644,64,3,178,5,15,178,3,64,64,64,0039
3645,5,178,3,3,15,64,64,3,178,5,0039
3646,64,15,64,64,17,15,18,178,3,44,0039
3647,5,178,3,5,64,3,15,64,64,15,0039
3648,64,5,178,3,3,64,64,3,178,5,0039
3649,64,3,15,64,64,178,178,178,64,3,0039
3650,5,3,15,64,64,178,3,5,64,15,0039
3651,64,64,64,5,178,3,15,3,15,5,0039
3652,178,3,64,64,64,3,64,5,15,353,0039
3653,552,2225,683,3,64,64,178,3,5,64,0039
3654,3,15,64,18,3,17,3,15,5,178,0039
3655,3,64,5,3,15,64,64,15,64,3,0039
3656,5,178,64,64,178,3,5,64,15,64,0039
3657,15,5,178,64,3,64,64,64,3,5,0039
3658,214,3,64,15,64,178,9,2,10,3,0039
3659,345,3,18,15,37,17,24,24,3,5,0039
3660,5,15,64,3,178,64,64,105,9,26,0039
3661,26,26,26,26,26,26,26,26,26,26,0039
3662,26,26,3,6,9,124,85,491,491,107,0039
3663,491,15,491,2238,491,491,30,51,491,77,0039
3664,491,323,491,1634,2,2817,52,20,1634,1634,0039
3665,20,67,1634,1634,584,2,18,22,44,17,0039
3666,584,112,259,5,558,22,584,20,558,584,0039
3667,403,20,52,558,46,3,9,22,149,46,0039
3668,2,46,46,584,18,558,17,584,5,558,0039
3669,558,20,46,46,46,46,9,46,46,24,0039
3670,37,46,46,558,584,17,18,584,558,5,0039
3671,558,22,584,5,558,17,18,17,558,584,0039
3672,18,5,22,584,20,239,558,69,239,239,0039
3673,69,69,239,616,239,69,69,46,46,584,0039
3674,44,17,5,558,18,584,558,20,558,46,0039
3675,46,4,46,46,46,46,9,46,46,46,0039
3676,46,4,80,15,72,15,15,827,15,15,0039
3677,2,226,2842,275,3903,940,2842,37,24,27,0039
3678,21,30,10,33,124,6,77,323,30,51,0039
3679,39,2,2,584,44,584,17,18,22,558,0039
3680,2,5,22,584,17,259,112,18,67,584,0039
3681,5,558,107,3,584,558,5,52,20,558,0039
3682,46,149,22,9,23,6,2,39,2,4,0039
3683,3,9,6,10,21,27,80,15,72,15,0039
3684,138,112,37,24,24,15,15,39,39,254,0039
3685,21,27,10,30,33,3,6,9,124,77,0039
